FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_240120\mnist\glorot\mnist\mnist_w_Graph.txt
Network type: Directed
Number of nodes: 824
Number of edges: 412
Number of single edges: 412
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 5

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

1132192 subgraphs were enumerated in the original network.
92526501 subgraphs were enumerated in the random networks.
93658693 subgraphs were enumerated in all networks.

For the random networks: 198450 tries were made, 110265 were successful.
Randomization took 0.124 seconds.
Enumeration took 294.01 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

541200,00000,2.6679%,2.5863%,0.0011261,0.72454,0.26
,20000
,20000
,20000
,20000

532752,00000,2.5777%,3.6867%,0.0028635,-3.8732,1
,00020
,00020
,20000
,20000

67088,00000,2.3734%,0.381%,0.00099582,20.008,0
,30000
,02000
,20000
,00020

532744,00000,2.2338%,1.7024%,0.0011052,4.8086,0
,00002
,00002
,00002
,20000

532752,00000,2.0186%,1.4757%,0.0011002,4.9344,0
,30000
,02000
,02000
,20000

532744,00000,1.8012%,1.3696%,0.00091399,4.7219,0
,30000
,02000
,02000
,02000

67088,00000,1.5919%,0.56026%,0.00078382,13.161,0
,20000
,20000
,02000
,00200

532520,00000,1.5029%,1.3206%,0.0010168,1.7931,0.04
,00020
,00002
,20000
,00020

67632,00000,1.428%,0.66012%,0.00080636,9.5232,0
,20000
,02000
,00200
,00200

532752,00000,1.3202%,0.21064%,0.00074417,14.91,0
,30000
,20000
,00200
,00200

49680,00000,1.2973%,4.3796%,0.0033043,-9.3282,1
,20000
,02000
,20000
,20000

49680,00000,1.2766%,0.2001%,0.00053603,20.084,0
,30000
,20000
,00200
,20000

532752,00000,1.272%,0.54356%,0.00061051,11.931,0
,30000
,30000
,02000
,02000

67088,00000,1.1986%,0.22594%,0.00049581,19.617,0
,10000
,02000
,20000
,00020

8472,00000,1.1429%,1.6785%,0.0012217,-4.3834,1
,00000
,20000
,20000
,22000

49680,00000,1.0835%,0.51527%,0.0005366,10.589,0
,30000
,30000
,02000
,20000

67088,00000,1.0392%,0.48506%,0.0005995,9.2437,0
,30000
,10000
,02000
,00200

1080,00000,1.0292%,0.50847%,0.0005171,10.071,0
,00000
,00002
,00002
,23000

8728,00000,1.0212%,1.2356%,0.0010465,-2.0482,0.98
,00000
,20000
,02000
,22000

67088,00000,0.96856%,0.41965%,0.00052858,10.385,0
,30000
,30000
,02000
,00200

532752,00000,0.95381%,0.75925%,0.00092345,2.1069,0.04
,10000
,02000
,02000
,20000

67632,00000,0.91937%,0.27629%,0.00049418,13.013,0
,10000
,02000
,00200
,00200

532744,00000,0.90894%,0.72911%,0.00059757,3.0095,0
,10000
,02000
,02000
,02000

67632,00000,0.89464%,0.33023%,0.00058792,9.6,0
,00300
,20000
,02000
,02000

532520,00000,0.8631%,0.55493%,0.00077387,3.9822,0
,10000
,02000
,02000
,00200

49680,00000,0.85206%,0.65301%,0.00064538,3.0843,0
,30000
,02000
,20000
,20000

532520,00000,0.85145%,0.98484%,0.0010956,-1.2175,0.89
,30000
,02000
,02000
,00200

67632,00000,0.84659%,0.34377%,0.0005081,9.896,0
,10000
,03000
,00200
,00200

67632,00000,0.81276%,0.43556%,0.00062456,6.0394,0
,30000
,02000
,00200
,00200

532520,00000,0.79395%,0.35449%,0.00049179,8.9359,0
,00300
,20000
,00200
