FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_240120\mnist\glorot\init\init_w_Graph.txt
Network type: Directed
Number of nodes: 824
Number of edges: 175
Number of single edges: 175
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 5

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

136185 subgraphs were enumerated in the original network.
9361886 subgraphs were enumerated in the random networks.
9498071 subgraphs were enumerated in all networks.

For the random networks: 112802 tries were made, 35481 were successful.
Randomization took 0.02 seconds.
Enumeration took 52.164 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

532744,00000,4.0254%,1.2251%,0.0015635,17.91,0
,00002
,00002
,00002
,20000

1080,00000,3.1376%,0.63257%,0.0011206,22.355,0
,00000
,00002
,00002
,22000

8728,00000,2.7844%,1.6095%,0.0012977,9.0543,0
,00000
,20000
,02000
,22000

540940,00000,2.711%,0.18231%,0.00066351,38.111,0
,20000
,20000
,02000
,02200

17176,00000,2.6112%,0.61537%,0.00087086,22.917,0
,00000
,20000
,22000
,22000

8472,00000,2.5179%,2.1507%,0.0016322,2.2498,0.01
,00000
,20000
,20000
,22000

8724,00000,2.2234%,0.709%,0.0010786,14.041,0
,00000
,02000
,20000
,20200

8340,00000,2.1816%,1.5331%,0.0015137,4.2843,0
,00000
,02000
,00200
,20200

541200,00000,1.6492%,0.84167%,0.0010039,8.0442,0
,20000
,20000
,20000
,20000

404,00000,1.3944%,0.63958%,0.00073422,10.281,0
,00000
,00000
,02200
,20200

67088,00000,1.2931%,0.15236%,0.00054588,20.897,0
,20000
,20000
,02000
,00200

532752,00000,1.2924%,2.0256%,0.0017827,-4.1132,1
,00020
,00020
,20000
,20000

796,00000,1.2843%,0.16072%,0.00030683,36.618,0
,00000
,00000
,22000
,22200

1080,00000,1.2762%,0.30628%,0.00055989,17.324,0
,00000
,00002
,00002
,23000

1080,00000,1.2424%,0.33247%,0.00065825,13.824,0
,00000
,00002
,00002
,21000

540,00000,1.194%,0.55425%,0.00080571,7.9398,0
,00000
,00000
,20000
,22200

532744,00000,1.1205%,0.29236%,0.00069116,11.982,0
,00100
,20000
,00200
,00200

16780,00000,1.0831%,0.20938%,0.00048459,18.03,0
,00000
,20000
,02200
,02200

8468,00000,0.98763%,0.73756%,0.00076907,3.2515,0
,00000
,02000
,02000
,20200

8344,00000,0.90906%,0.74184%,0.00090894,1.8397,0.05
,00000
,02000
,00200
,22000

17158,00000,0.89804%,0.065148%,0.00027688,30.082,0
,00000
,20000
,22000
,00220

1304,00000,0.86647%,1.2225%,0.001407,-2.5301,0.98
,00000
,00002
,20000
,22000

60,00000,0.83122%,0.13365%,0.00041402,16.849,0
,00000
,00000
,00002
,22200

532744,00000,0.80846%,0.27219%,0.00056454,9.4992,0
,30000
,02000
,02000
,02000

532744,00000,0.79524%,0.19676%,0.00053237,11.242,0
,00300
,20000
,00200
,00200

540940,00000,0.72108%,0.044529%,0.00025385,26.651,0
,20000
,30000
,02000
,02200

60,00000,0.66968%,0.14333%,0.00040472,13.005,0
,00000
,00000
,00002
,12200

540940,00000,0.6616%,0.044346%,0.00025316,24.382,0
,30000
,20000
,02000
,02200

67088,00000,0.65646%,0.078548%,0.00042504,13.597,0
,30000
,02000
,20000
,00020

2840,00000,0.6381%,0.1679%,0.00038903,12.086,0
,00000
,00020
,22000
,22000

541068,00000,0.63663%,0.027629%,0.00015659,38.891,0
,20000
,20000
,02200
,02200

541200,00000,0.62782%,0.29895%,0.00069199,4.7526,0
,10000
,20000
,20000
,20000

532744,00000,0.61093%,0.24348%,0.00056334,6.5228,0
,10000
,02000
,02000
,02000

541200,00000,0.59111%,0.21587%,0.00050674,7.4049,0
,30000
,20000
,20000
,20000

